navigationalstatus,sog,cog,heading,shiptype,width,length,draught
Under way using engine,9.1,169.8,168.0,Cargo,13.0,85.0,4.5
Under way using engine,9.8,157.9,162.0,Tanker,42.0,246.0,8.7
Under way using engine,6.4,162.8,165.0,Tug,9.0,31.0,4.0
Under way using engine,11.8,160.0,158.0,Cargo,27.0,178.0,9.9
Under way using engine,6.4,34.5,56.0,Tanker,23.0,144.0,6.0
Under way using engine,5.7,238.3,231.0,Tanker,24.0,147.0,9.4
Under way using engine,9.7,229.4,226.0,Dredging,14.0,66.0,3.6
Under way using engine,13.5,190.0,189.0,Cargo,16.0,122.0,6.8
Under way using engine,23.6,119.5,121.0,HSC,31.0,112.0,3.4
Under way using engine,9.9,158.7,159.0,Cargo,12.0,82.0,5.4
Under way using engine,6.8,131.9,131.0,Cargo,14.0,114.0,3.8
Under way using engine,9.3,306.5,308.0,Cargo,12.0,99.0,6.2
Under way using engine,9.0,347.8,348.0,Cargo,12.0,73.0,5.0
Under way using engine,8.0,134.6,134.0,Cargo,14.0,100.0,6.1
Under way using engine,14.1,33.0,36.0,Cargo,26.0,176.0,6.5
Moored,13.8,53.8,56.0,Tanker,17.0,120.0,5.5
Under way using engine,13.0,125.9,129.0,Cargo,26.0,190.0,6.6
Constrained by her draught,13.1,34.3,34.0,Tanker,44.0,250.0,12.7
Engaged in fishing,7.9,243.9,240.0,Fishing,6.0,19.0,3.6
Under way using engine,6.8,169.7,171.0,Cargo,12.0,88.0,3.6
Under way using engine,10.7,86.0,85.0,Passenger,18.0,100.0,2.9
Under way using engine,10.6,346.1,348.0,Cargo,22.0,140.0,6.6
Under way using engine,24.7,326.5,325.0,Pilot,5.0,15.0,1.5
Restricted maneuverability,4.4,318.0,327.0,Tug,8.0,23.0,2.2
Under way using engine,18.0,209.4,208.0,Cargo,31.0,179.0,8.2
Engaged in fishing,7.9,100.1,107.0,Fishing,4.0,16.0,2.0
Engaged in fishing,8.2,95.8,93.0,Fishing,7.0,17.0,3.0
Under way using engine,13.0,125.9,129.0,Cargo,26.0,190.0,6.6
Under way using engine,8.8,146.9,144.0,Cargo,13.0,90.0,5.8
Under way using engine,15.3,239.7,236.0,Tanker,22.0,147.0,6.9
Under way using engine,8.0,313.2,310.0,Cargo,10.0,81.0,3.3
Under way using engine,24.8,326.7,325.0,Pilot,5.0,15.0,1.5
Under way using engine,18.0,208.2,209.0,Cargo,31.0,179.0,8.2
Under way using engine,18.1,342.0,344.0,Cargo,30.0,200.0,11.4
Under way using engine,13.7,36.0,36.0,Tanker,32.0,184.0,12.8
Under way using engine,7.3,331.3,325.0,Towing,10.0,25.0,3.0
Under way using engine,6.9,228.0,225.0,Tug,7.0,23.0,3.0
Under way using engine,18.4,4.5,4.0,Cargo,22.0,154.0,6.2
Under way using engine,35.4,121.7,122.0,HSC,31.0,112.0,3.4
Under way using engine,16.2,341.7,341.0,Passenger,30.0,243.0,6.0
Under way using engine,8.2,171.7,173.0,Cargo,13.0,90.0,6.0
Under way using engine,11.8,72.4,75.0,Passenger,24.0,136.0,5.3
Under way using engine,15.1,144.9,146.0,Cargo,36.0,200.0,8.8
Under way using engine,10.0,159.7,159.0,Cargo,12.0,82.0,5.4
Under way using engine,8.8,8.5,7.0,Tanker,13.0,80.0,4.3
Under way using engine,8.1,232.9,228.0,Tug,7.0,21.0,3.0
Under way using engine,9.3,3.1,359.0,Cargo,11.0,82.0,3.7
Under way using engine,11.8,8.9,11.0,Cargo,15.0,101.0,6.2
Under way using engine,17.6,341.8,344.0,Cargo,30.0,200.0,11.4
Under way using engine,10.4,346.9,347.0,Cargo,22.0,140.0,6.6
Under way using engine,8.4,322.5,312.0,Cargo,14.0,80.0,4.0
Engaged in fishing,2.3,254.3,237.0,Fishing,7.0,17.0,3.0
Under way using engine,9.3,333.9,338.0,Tanker,14.0,90.0,6.2
Under way using engine,8.7,123.0,121.0,Cargo,13.0,90.0,5.8
Under way using engine,15.2,145.7,146.0,Cargo,36.0,200.0,8.8
Engaged in fishing,7.8,41.6,42.0,Fishing,6.0,20.0,2.7
Under way using engine,13.6,293.3,287.0,Passenger,18.0,100.0,2.9
Under way using engine,14.5,163.0,167.0,Tanker,17.0,100.0,5.3
Under way using engine,18.5,139.4,140.0,Passenger,28.0,171.0,6.3
Under way using engine,35.6,120.6,122.0,HSC,31.0,112.0,3.4
Unknown value,8.0,76.7,171.0,Fishing,6.0,17.0,2.5
Under way using engine,13.8,297.0,296.0,Cargo,25.0,161.0,9.7
Under way using engine,7.5,8.0,10.0,Cargo,11.0,80.0,3.2
Under way using engine,7.5,102.2,107.0,Fishing,4.0,14.0,2.5
Under way using engine,5.2,206.6,207.0,Reserved,12.0,60.0,3.5
Under way using engine,10.4,334.0,329.0,Tanker,18.0,117.0,6.2
Under way using engine,16.0,341.8,341.0,Passenger,30.0,243.0,6.0
Unknown value,8.7,304.4,305.0,Fishing,6.0,16.0,3.0
Under way using engine,9.1,185.3,187.0,Cargo,11.0,99.0,4.5
Under way using engine,18.5,139.6,140.0,Passenger,28.0,171.0,6.3
Engaged in fishing,6.2,274.9,271.0,Fishing,6.0,24.0,3.2
Moored,13.4,72.3,78.0,Tanker,17.0,120.0,5.5
Under way using engine,14.3,35.0,37.0,Cargo,26.0,176.0,6.5
Under way using engine,10.6,144.4,137.0,Cargo,32.0,190.0,6.3
Under way using engine,15.7,238.3,237.0,Tanker,22.0,147.0,6.9
Under way using engine,8.0,9.4,7.0,Tanker,13.0,80.0,4.3
Under way using engine,9.6,161.1,163.0,Tanker,44.0,250.0,9.0
Under way using engine,8.1,239.5,239.0,Cargo,13.0,96.0,5.3
Under way using engine,18.2,285.5,285.0,Pilot,4.0,15.0,1.5
Under way using engine,12.4,41.0,42.0,Passenger,30.0,188.0,6.3
Under way using engine,9.8,163.0,166.0,Tanker,42.0,246.0,8.7
Under way using engine,12.3,326.8,322.0,Fishing,13.0,63.0,7.5
Under way using engine,13.1,159.2,160.0,Tanker,44.0,253.0,11.5
Under way using engine,9.7,145.8,146.0,Tug,13.0,33.0,5.6
Under way using engine,7.2,283.5,271.0,Cargo,14.0,80.0,4.0
Under way using engine,9.5,227.7,226.0,Cargo,13.0,85.0,4.5
Under way using engine,7.8,320.6,317.0,Cargo,10.0,81.0,3.3
Under way using engine,13.2,36.4,36.0,Cargo,28.0,174.0,9.6
Under way using engine,5.6,301.1,290.0,Tug,13.0,33.0,5.4
Under way using engine,8.2,171.0,174.0,Cargo,13.0,90.0,6.0
Under way using engine,7.4,21.0,23.0,Cargo,11.0,80.0,3.2
Under way using engine,34.0,113.8,115.0,HSC,31.0,112.0,3.4
Under way using engine,9.7,161.6,163.0,Tanker,44.0,250.0,9.0
Under way using engine,9.7,321.1,325.0,Cargo,13.0,88.0,5.7
Under way using engine,15.1,238.9,236.0,Tanker,22.0,147.0,6.9
Under way using engine,13.4,36.7,36.0,Cargo,28.0,174.0,9.6
Under way using engine,10.0,129.0,129.0,Tanker,15.0,84.0,5.7
Under way using engine,10.8,123.6,121.0,Cargo,32.0,190.0,6.3
Under way using engine,13.8,203.0,206.0,Tanker,18.0,109.0,5.2
Under way using engine,12.1,327.3,324.0,Fishing,13.0,63.0,7.5
Under way using engine,12.7,8.0,9.0,Cargo,12.0,88.0,4.1
Under way using engine,13.0,208.0,208.0,Pilot,5.0,15.0,1.5
Engaged in fishing,7.8,153.9,159.0,Fishing,4.0,14.0,2.5
Under way using engine,11.2,330.0,329.0,Tanker,18.0,117.0,6.2
Under way using engine,5.5,302.9,294.0,Tug,11.0,33.0,5.1
Under way using engine,8.3,38.5,43.0,Tanker,23.0,144.0,6.0
Under way using engine,11.1,2.9,4.0,Cargo,16.0,99.0,4.5
Under way using engine,37.3,102.5,104.0,HSC,31.0,112.0,3.4
Constrained by her draught,13.1,34.0,34.0,Tanker,44.0,250.0,12.7
Under way using engine,13.0,4.4,0.0,Tanker,32.0,184.0,12.8
Under way using engine,9.5,133.0,134.0,Tanker,32.0,183.0,6.9
Under way using engine,9.6,123.6,124.0,Tug,13.0,33.0,5.6
Engaged in fishing,7.5,57.5,51.0,Fishing,5.0,18.0,25.5
Engaged in fishing,7.4,88.9,92.0,Fishing,7.0,17.0,3.0
Under way using engine,7.6,161.3,161.0,Fishing,6.0,18.0,25.5
Under way using engine,19.7,340.0,339.0,Pilot,5.0,15.0,1.5
Under way using engine,9.6,3.9,5.0,Cargo,13.0,88.0,5.5
Under way using engine,36.0,102.9,104.0,HSC,31.0,112.0,3.4
Under way using engine,8.5,146.3,151.0,Tanker,13.0,83.0,5.5
Under way using engine,8.6,340.4,340.0,Tanker,14.0,90.0,6.2
Under way using engine,12.0,339.3,337.0,Cargo,27.0,176.0,9.3
Under way using engine,10.2,310.1,309.0,Cargo,12.0,99.0,6.2
Under way using engine,11.6,301.5,303.0,Passenger,15.0,54.0,2.9
Under way using engine,12.9,194.0,200.0,Tanker,44.0,253.0,11.5
Under way using engine,14.2,35.0,36.0,Cargo,26.0,176.0,6.5
Under way using engine,12.1,188.9,188.0,Cargo,12.0,88.0,3.8
Under way using engine,8.5,146.5,151.0,Tanker,13.0,83.0,5.5
Under way using engine,17.9,209.5,207.0,Cargo,31.0,179.0,8.2
Under way using engine,7.8,39.8,41.0,Passenger,24.0,136.0,5.3
Under way using engine,17.9,207.7,209.0,Cargo,31.0,179.0,8.2
Under way using engine,8.8,316.4,317.0,Cargo,12.0,90.0,4.3
Under way using engine,11.6,340.9,337.0,Cargo,13.0,88.0,5.5
Under way using engine,11.7,223.0,220.0,Tanker,24.0,147.0,9.4
Under way using engine,11.7,222.6,220.0,Tanker,24.0,147.0,9.4
Engaged in fishing,8.0,107.1,115.0,Fishing,4.0,16.0,2.0
Under way using engine,18.1,290.9,292.0,Pilot,4.0,15.0,1.5
Under way using engine,9.6,41.2,42.0,Passenger,30.0,188.0,6.3
Under way using engine,13.8,163.0,166.0,Tanker,17.0,100.0,5.3
Under way using engine,12.3,167.0,166.0,Tanker,32.0,183.0,7.2
Under way using engine,8.7,134.3,135.0,Cargo,26.0,190.0,6.6
Under way using engine,9.0,346.4,346.0,Cargo,12.0,73.0,5.0
Under way using engine,13.5,295.8,294.0,Cargo,25.0,161.0,9.7
Under way using engine,12.7,205.6,211.0,Tanker,44.0,253.0,11.5
Under way using engine,10.0,172.0,169.0,Cargo,16.0,122.0,6.8
Under way using engine,17.7,342.1,346.0,Cargo,30.0,200.0,11.4
Moored,13.4,94.8,96.0,Tanker,17.0,120.0,5.6
Under way using engine,12.5,156.0,156.0,Cargo,27.0,178.0,9.9
Under way using engine,36.5,103.0,104.0,HSC,31.0,112.0,3.4
Under way using engine,11.0,123.9,125.0,Passenger,12.0,48.0,2.4
Under way using engine,12.5,166.2,164.0,Tanker,32.0,183.0,7.2
Under way using engine,18.5,139.5,140.0,Passenger,28.0,171.0,6.3
Under way using engine,11.9,320.5,316.0,Cargo,13.0,88.0,5.5
Under way using engine,12.1,339.6,337.0,Cargo,27.0,176.0,9.3
Under way using engine,9.9,144.7,147.0,Cargo,13.0,100.0,5.6
Constrained by her draught,9.8,157.8,158.0,Tanker,42.0,229.0,13.0
Under way using engine,7.8,310.6,296.0,Cargo,12.0,88.0,5.0
Under way using engine,9.5,28.4,31.0,Fishing,10.0,40.0,5.0
Under way using engine,9.7,137.0,135.0,Cargo,13.0,90.0,5.8
Under way using engine,12.8,10.0,11.0,Tanker,44.0,250.0,12.4
Under way using engine,2.5,70.2,63.0,Passenger,24.0,136.0,5.3
Under way using engine,7.3,342.2,339.0,Towing,10.0,25.0,3.0
Under way using engine,8.6,176.6,175.0,Cargo,14.0,100.0,6.1
Under way using engine,8.5,295.4,294.0,Cargo,12.0,90.0,4.3
Under way using engine,8.0,249.3,247.0,Cargo,13.0,88.0,3.7
Constrained by her draught,9.9,160.1,160.0,Tanker,42.0,229.0,13.0
Constrained by her draught,13.1,33.8,34.0,Tanker,44.0,250.0,12.7
Under way using engine,37.9,103.1,104.0,HSC,31.0,112.0,3.4
Under way using engine,7.3,181.6,180.0,Cargo,14.0,114.0,3.8
Under way using engine,8.6,320.5,319.0,Cargo,11.0,82.0,3.7
Under way using engine,10.9,123.5,127.0,Passenger,12.0,48.0,2.4
Under way using engine,12.7,154.0,156.0,Cargo,27.0,178.0,9.9
Under way using engine,8.1,300.8,299.0,Cargo,12.0,88.0,5.0
Unknown value,8.6,299.3,300.0,Fishing,6.0,16.0,3.0
Under way using engine,18.1,139.6,140.0,Passenger,28.0,171.0,6.3
Under way using engine,15.8,341.5,341.0,Passenger,30.0,243.0,6.0
Unknown value,7.8,73.9,171.0,Fishing,6.0,17.0,2.5
Engaged in fishing,2.6,153.4,171.0,Fishing,5.0,15.0,3.0
Under way using engine,12.0,305.6,303.0,Passenger,15.0,54.0,2.9
Under way using engine,11.1,136.6,135.0,Cargo,32.0,190.0,6.3
Under way using engine,13.8,165.0,166.0,Tanker,17.0,100.0,5.3
Under way using engine,10.3,146.7,147.0,Cargo,13.0,100.0,5.6
Under way using engine,18.0,340.7,343.0,Cargo,30.0,200.0,11.4
Engaged in fishing,6.6,128.5,130.0,Fishing,4.0,14.0,2.8
Engaged in fishing,7.8,239.0,171.0,Fishing,6.0,17.0,2.5
Under way using engine,11.7,9.3,12.0,Cargo,15.0,101.0,6.2
Under way using engine,7.8,103.1,105.0,Fishing,4.0,14.0,2.5
Under way using engine,11.8,134.7,132.0,Cargo,14.0,90.0,5.0
Unknown value,8.7,300.3,301.0,Fishing,6.0,16.0,3.0
Under way using engine,9.9,346.7,346.0,Cargo,22.0,140.0,6.6
Under way using engine,36.8,102.9,104.0,HSC,31.0,112.0,3.4
Engaged in fishing,7.6,157.2,159.0,Fishing,4.0,14.0,2.5
Engaged in fishing,7.9,46.4,45.0,Fishing,6.0,20.0,2.7
Under way using engine,7.2,216.1,222.0,Dredging,8.0,50.0,4.5
Under way using engine,13.0,38.5,38.0,Cargo,28.0,174.0,9.6
Under way using engine,13.6,6.0,6.0,Tanker,44.0,250.0,12.4
Under way using engine,10.6,57.5,55.0,Cargo,12.0,88.0,3.8
Under way using engine,9.6,136.6,136.0,Tug,13.0,33.0,5.6
Under way using engine,10.1,223.2,222.0,Tanker,18.0,109.0,5.2
Under way using engine,9.8,167.0,170.0,Tanker,15.0,84.0,5.7
Under way using engine,10.4,222.6,221.0,Pilot,5.0,15.0,1.5
Engaged in fishing,2.4,67.3,70.0,Fishing,6.0,15.0,3.0
Under way using engine,7.9,238.8,240.0,Cargo,13.0,96.0,5.3
Under way using engine,22.7,174.7,176.0,HSC,8.0,27.0,1.7
Under way using engine,9.9,164.3,159.0,Cargo,12.0,82.0,5.4
Moored,13.1,95.9,96.0,Tanker,17.0,120.0,5.6
Under way using engine,9.4,325.3,325.0,Cargo,13.0,88.0,5.7
Under way using engine,7.0,218.0,224.0,Dredging,8.0,50.0,4.5
Under way using engine,14.0,35.0,36.0,Cargo,26.0,176.0,6.5
Under way using engine,13.6,138.2,138.0,Tanker,22.0,147.0,6.9
Under way using engine,12.0,304.8,298.0,Passenger,15.0,54.0,2.9
Under way using engine,5.4,210.5,215.0,Reserved,12.0,60.0,3.5
Under way using engine,9.7,193.2,193.0,Cargo,12.0,88.0,3.6
Under way using engine,7.4,196.6,199.0,Dredging,12.0,66.0,4.5
Under way using engine,32.0,103.8,106.0,HSC,31.0,112.0,3.4
Under way using engine,7.0,277.5,266.0,Cargo,14.0,80.0,4.0
Under way using engine,10.2,38.4,40.0,Passenger,30.0,188.0,6.3
Under way using engine,18.4,137.2,136.0,Passenger,28.0,171.0,6.3
Under way using engine,9.8,313.9,316.0,Cargo,12.0,99.0,6.2
Under way using engine,11.9,132.7,132.0,Cargo,14.0,90.0,5.0
Under way using engine,12.1,114.4,115.0,Tanker,23.0,144.0,6.0
Under way using engine,11.2,164.0,165.0,Tanker,32.0,183.0,6.9
Under way using engine,18.1,210.2,211.0,Cargo,31.0,179.0,8.2
Under way using engine,12.2,321.0,322.0,Tanker,18.0,117.0,6.2
Under way using engine,12.3,327.3,325.0,Fishing,13.0,63.0,7.5
Engaged in fishing,7.2,113.0,123.0,Fishing,4.0,16.0,2.0
Engaged in fishing,2.5,233.6,220.0,Fishing,6.0,19.0,3.6
Constrained by her draught,13.1,34.2,34.0,Tanker,44.0,250.0,12.7
Under way using engine,11.7,164.0,165.0,Tanker,32.0,183.0,6.9
Under way using engine,13.4,0.0,0.0,Tanker,32.0,184.0,12.8
Under way using engine,26.8,341.3,340.0,HSC,10.0,36.0,1.2
Under way using engine,7.5,295.4,293.0,Cargo,25.0,161.0,9.7
Under way using engine,12.6,230.1,230.0,Tanker,44.0,253.0,11.5
Under way using engine,18.3,341.6,343.0,Cargo,30.0,200.0,11.4
Under way using engine,18.1,206.8,206.0,Cargo,31.0,179.0,8.2
Under way using engine,8.2,173.9,174.0,Cargo,13.0,90.0,6.0
Under way using engine,9.8,314.9,318.0,Cargo,12.0,99.0,6.2
Under way using engine,14.0,35.0,35.0,Cargo,26.0,176.0,6.5
Under way using engine,9.1,345.8,347.0,Passenger,30.0,178.0,2.8
Engaged in fishing,6.3,190.4,182.0,Fishing,4.0,14.0,2.8
Under way using engine,11.5,15.5,13.0,Cargo,12.0,88.0,4.1
Under way using engine,9.3,43.6,44.0,Fishing,10.0,40.0,5.0
Under way using engine,12.3,326.6,324.0,Fishing,13.0,63.0,7.5
Under way using engine,12.0,227.1,226.0,Tanker,24.0,147.0,9.4
Reserved for future amendment [HSC],22.0,129.9,130.0,HSC,31.0,109.0,3.2
Under way using engine,10.9,125.4,127.0,Passenger,12.0,48.0,2.4
Under way using engine,36.9,102.1,103.0,HSC,31.0,112.0,3.4
Under way using engine,7.1,239.4,240.0,Cargo,13.0,96.0,5.3
Under way using engine,8.8,293.3,291.0,Cargo,12.0,90.0,4.3
Under way using engine,13.6,319.2,318.0,Cargo,13.0,88.0,5.5
Under way using engine,9.0,324.5,325.0,Cargo,13.0,88.0,5.7
Under way using engine,12.0,162.6,165.0,Cargo,26.0,190.0,6.6
Under way using engine,13.0,38.1,37.0,Cargo,28.0,174.0,9.6
Under way using engine,12.7,326.0,330.0,Tanker,18.0,117.0,6.2
Under way using engine,9.4,162.5,163.0,Tanker,42.0,246.0,8.7
Under way using engine,8.1,184.6,185.0,Cargo,11.0,99.0,4.5
Under way using engine,8.0,250.9,247.0,Cargo,13.0,85.0,4.5
Under way using engine,12.2,166.0,167.0,Cargo,26.0,190.0,6.6
Under way using engine,10.2,0.4,1.0,Cargo,16.0,99.0,4.5
Engaged in fishing,8.1,52.8,49.0,Fishing,6.0,20.0,2.7
Under way using engine,10.0,79.6,77.0,Cargo,13.0,90.0,5.8
Under way using engine,26.6,327.0,328.0,HSC,10.0,36.0,1.2
Under way using engine,12.1,337.9,336.0,Cargo,27.0,176.0,9.3
Under way using engine,8.3,323.3,320.0,Cargo,11.0,82.0,3.7
Under way using engine,6.6,167.5,165.0,Tug,9.0,31.0,4.0
Under way using engine,9.5,159.8,162.0,Tanker,44.0,250.0,9.0
Under way using engine,11.8,134.3,133.0,Cargo,14.0,90.0,5.0
Engaged in fishing,6.4,199.3,200.0,Fishing,4.0,14.0,2.8
Under way using engine,34.8,102.6,103.0,HSC,31.0,112.0,3.4
Reserved for future amendment [HSC],35.8,119.6,121.0,HSC,31.0,109.0,3.2
Under way using engine,9.1,335.0,333.0,Tanker,13.0,80.0,4.3
Under way using engine,10.6,83.1,77.0,Cargo,32.0,190.0,6.3
Under way using engine,15.6,354.9,356.0,Passenger,30.0,243.0,6.0
Engaged in fishing,2.6,23.7,17.0,Fishing,5.0,18.0,25.5
Restricted maneuverability,5.6,165.9,165.0,Towing,12.0,30.0,4.8
Under way using engine,7.8,323.0,320.0,Cargo,10.0,81.0,3.3
Moored,12.9,95.8,96.0,Tanker,17.0,120.0,5.6
Under way using engine,5.3,115.3,120.0,Tug,12.0,30.0,5.4
Under way using engine,11.8,136.1,137.0,Tanker,32.0,183.0,7.2
Under way using engine,13.5,145.0,145.0,Cargo,27.0,178.0,9.9
Under way using engine,11.4,220.5,220.0,Tanker,18.0,109.0,5.2
Under way using engine,9.6,350.1,352.0,Cargo,13.0,88.0,5.5
Under way using engine,11.5,219.8,220.0,Pilot,5.0,15.0,1.5
Engaged in fishing,6.8,207.9,213.0,Fishing,4.0,16.0,2.0
Under way using engine,11.0,90.8,89.0,Cargo,12.0,88.0,3.8
Under way using engine,10.4,228.8,229.0,Tanker,22.0,147.0,6.9
Under way using engine,17.0,133.6,135.0,Passenger,28.0,171.0,6.3
Under way using engine,9.5,161.6,162.0,Tanker,42.0,246.0,8.7
Under way using engine,11.6,134.4,136.0,Tanker,32.0,183.0,7.2
Under way using engine,7.9,321.3,319.0,Cargo,10.0,81.0,3.3
Under way using engine,11.9,296.4,294.0,Passenger,15.0,54.0,2.9
Under way using engine,11.2,181.0,183.0,Cargo,16.0,122.0,6.8
Under way using engine,16.8,133.4,134.0,Passenger,28.0,171.0,6.3
Under way using engine,13.5,316.3,313.0,Cargo,13.0,88.0,5.5
Reserved for future amendment [HSC],37.0,116.8,117.0,HSC,31.0,109.0,3.2
Under way using engine,7.9,280.7,272.0,Cargo,12.0,88.0,5.0
Under way using engine,9.8,162.5,158.0,Cargo,12.0,82.0,5.4
Under way using engine,13.6,146.0,146.0,Cargo,27.0,178.0,9.9
Under way using engine,26.4,327.3,328.0,HSC,10.0,36.0,1.2
Under way using engine,9.3,113.0,114.0,Tanker,23.0,144.0,6.0
Under way using engine,13.8,161.0,160.0,Tanker,17.0,100.0,5.3
Engaged in fishing,6.7,207.9,210.0,Fishing,4.0,16.0,2.0
Under way using engine,9.8,135.7,135.0,Cargo,13.0,87.0,4.5
Under way using engine,8.0,52.6,52.0,Cargo,12.0,88.0,3.6
Under way using engine,7.9,117.8,116.0,Fishing,4.0,14.0,2.5
Under way using engine,9.5,86.8,86.0,Tug,13.0,33.0,5.6
Under way using engine,15.7,138.2,140.0,Cargo,24.0,142.0,7.3
Under way using engine,12.6,229.7,230.0,Tanker,44.0,253.0,11.5
Under way using engine,5.5,14.7,354.0,Cargo,14.0,88.0,4.8
Constrained by her draught,13.0,34.8,34.0,Tanker,44.0,250.0,12.7
Under way using engine,12.8,28.7,28.0,Cargo,28.0,174.0,9.6
Under way using engine,9.1,347.5,346.0,Cargo,12.0,73.0,5.0
Under way using engine,10.6,355.9,357.0,Cargo,12.0,89.0,4.3
Under way using engine,8.2,336.5,331.0,Tanker,14.0,90.0,6.2
Under way using engine,17.2,230.4,231.0,Cargo,31.0,179.0,8.2
Under way using engine,15.9,356.0,356.0,Passenger,30.0,243.0,6.0
Under way using engine,26.2,328.5,328.0,HSC,10.0,36.0,1.2
Under way using engine,12.6,229.7,230.0,Tanker,44.0,253.0,11.5
Reserved for future amendment [HSC],35.8,115.7,116.0,HSC,31.0,109.0,3.2
Under way using engine,18.7,339.8,341.0,Cargo,30.0,200.0,11.4
Under way using engine,11.5,135.9,134.0,Cargo,14.0,90.0,5.0
Under way using engine,18.7,339.5,342.0,Cargo,30.0,200.0,11.4
Under way using engine,10.1,65.4,69.0,Passenger,30.0,188.0,6.3
Under way using engine,11.9,228.3,225.0,Tanker,24.0,147.0,9.4
Under way using engine,9.7,68.0,77.0,Passenger,16.0,91.0,2.8
Engaged in fishing,7.5,157.7,160.0,Fishing,4.0,14.0,2.5
Constrained by her draught,10.4,144.5,145.0,Tanker,42.0,229.0,13.0
Under way using engine,7.7,155.1,155.0,Fishing,6.0,18.0,25.5
Under way using engine,10.7,222.2,221.0,Tanker,18.0,109.0,5.2
Under way using engine,12.2,220.8,223.0,Pilot,5.0,15.0,1.5
Power-driven vessel pushing ahead or towing alongside,7.6,54.1,51.0,Tug,10.0,19.0,4.0
Under way using engine,8.0,353.2,349.0,Towing,10.0,25.0,3.0
Under way using engine,9.7,180.8,179.0,Cargo,14.0,100.0,6.1
Under way using engine,6.1,196.6,193.0,Cargo,13.0,85.0,4.5
Under way using engine,15.7,141.7,142.0,Cargo,24.0,142.0,7.3
Under way using engine,8.0,16.6,42.0,Cargo,12.0,88.0,3.8
Under way using engine,10.7,340.4,343.0,Cargo,15.0,101.0,6.2
Under way using engine,6.5,237.7,236.0,Cargo,14.0,80.0,4.0
Reserved for future amendment [HSC],37.6,104.4,104.0,HSC,31.0,109.0,3.2
Engaged in fishing,8.2,52.3,50.0,Fishing,6.0,20.0,2.7
Under way using engine,11.9,223.6,221.0,Tanker,24.0,147.0,9.4
Under way using engine,8.1,340.0,334.0,Tanker,14.0,90.0,6.2
Under way using engine,10.5,268.0,264.0,Passenger,30.0,178.0,2.8
Under way using engine,12.2,338.8,336.0,Cargo,27.0,176.0,9.3
Under way using engine,14.3,342.0,341.0,Cargo,26.0,176.0,6.5
Under way using engine,7.2,147.6,152.0,Tug,12.0,30.0,5.4
Under way using engine,17.5,232.2,230.0,Cargo,31.0,179.0,8.2
Constrained by her draught,12.9,34.7,34.0,Tanker,44.0,250.0,12.7
Under way using engine,10.5,354.2,353.0,Cargo,12.0,89.0,4.3
Under way using engine,13.8,166.0,164.0,Tanker,17.0,100.0,5.3
Under way using engine,8.3,331.1,329.0,Cargo,11.0,82.0,3.7
Constrained by her draught,10.4,145.2,145.0,Tanker,42.0,229.0,13.0
Reserved for future amendment [HSC],37.0,103.6,104.0,HSC,31.0,109.0,3.2
Under way using engine,12.6,91.7,91.0,Tanker,17.0,120.0,5.6
Under way using engine,11.4,160.0,160.0,Tanker,15.0,84.0,5.7
Under way using engine,12.2,326.0,328.0,Fishing,13.0,63.0,7.5
Under way using engine,7.8,302.2,298.0,Cargo,25.0,161.0,9.7
Under way using engine,9.0,60.2,63.0,Fishing,10.0,40.0,5.0
Under way using engine,12.2,5.3,5.0,Tanker,32.0,184.0,12.8
Under way using engine,9.8,344.1,345.0,Cargo,22.0,140.0,6.6
Under way using engine,12.5,156.0,155.0,Tanker,32.0,183.0,6.9
Engaged in fishing,2.5,81.4,100.0,Fishing,5.0,18.0,25.5
Under way using engine,9.4,161.2,162.0,Tanker,44.0,250.0,9.0
Under way using engine,9.0,256.7,266.0,Cargo,12.0,90.0,4.3
Under way using engine,10.1,116.3,115.0,Cargo,13.0,90.0,5.8
Under way using engine,12.8,344.5,347.0,Cargo,13.0,88.0,5.5
Under way using engine,15.6,142.8,142.0,Cargo,24.0,142.0,7.3
Restricted maneuverability,5.6,165.6,165.0,Towing,12.0,30.0,4.8
Under way using engine,15.8,132.1,132.0,Passenger,28.0,171.0,6.3
Under way using engine,8.3,167.5,168.0,Cargo,14.0,114.0,3.8
Under way using engine,2.5,284.4,266.0,Fishing,6.0,18.0,3.3
Under way using engine,26.3,321.0,320.0,HSC,10.0,36.0,1.2
Under way using engine,12.6,339.0,338.0,Cargo,12.0,88.0,4.1
Under way using engine,9.6,135.6,133.0,Cargo,13.0,87.0,4.5
Reserved for future amendment [HSC],37.5,102.4,102.0,HSC,31.0,109.0,3.2
Under way using engine,10.4,113.3,112.0,Cargo,32.0,190.0,6.3
Under way using engine,11.6,336.0,333.0,Tanker,18.0,117.0,6.2
Under way using engine,7.9,351.4,350.0,Towing,10.0,25.0,3.0
Under way using engine,16.0,356.9,356.0,Passenger,30.0,243.0,6.0
Under way using engine,10.0,163.5,163.0,Cargo,12.0,82.0,5.4
Under way using engine,6.6,165.1,165.0,Tug,9.0,31.0,4.0
Under way using engine,9.7,317.7,314.0,Cargo,14.0,88.0,4.8
Under way using engine,12.0,46.5,50.0,Pilot,5.0,15.0,1.5
Under way using engine,13.2,189.8,189.0,Cargo,26.0,190.0,6.6
Under way using engine,13.2,189.8,189.0,Cargo,26.0,190.0,6.6
Under way using engine,18.8,303.3,303.0,HSC,10.0,36.0,1.2
